"Cannondale F700 Hybrid bike, hydraulic disc brakes, Large frame 18"".",https://sandiego.craigslist.org/nsd/bik/d/escondido-cannondale-f700-hybrid-bike/6924889252.html,$600,Escondido,2019-07-30 08:28
Haro fl pro 29er Carbon wheels xx1,https://sandiego.craigslist.org/csd/bik/d/pacific-beach-haro-fl-pro-29er-carbon/6935280632.html,$2100,Pacific beach,2019-07-29 20:46
"54cm, Carbon Fiber Trek Madone 4.5 Ultegra, $2700+tax new",https://sandiego.craigslist.org/csd/bik/d/san-diego-54cm-carbon-fiber-trek-madone/6944518447.html,$1100,San Diego,2019-07-28 18:41
2018 Niner air 9 rdo medium frame and fox fork,https://sandiego.craigslist.org/ssd/bik/d/san-diego-2018-niner-air-9-rdo-medium/6936717592.html,$1000,San Diego,2019-07-28 10:56
Cannondale Super Six Hi Mod Road Bike,https://sandiego.craigslist.org/csd/bik/d/san-diego-cannondale-super-six-hi-mod/6942423961.html,$1675,San Diego,2019-07-28 08:16
2016 trek top fuel 9.8 29 medium 18.5,https://sandiego.craigslist.org/nsd/bik/d/rancho-santa-fe-2016-trek-top-fuel/6943776655.html,$2250,Poway,2019-07-27 14:17
Specialized Rockhopper 2009,https://orangecounty.craigslist.org/bik/d/specialized-rockhopper-2009/6938519097.html,$250,N/A,2019-08-03 14:14
2017  specialized mountain bike,https://orangecounty.craigslist.org/bik/d/newport-beach-2017-specialized-mountain/6936326582.html,$400,N/A,2019-08-03 12:07
SPECIALIZED S-WORKS TARMAC carbon road bike 56cm,https://losangeles.craigslist.org/sgv/bik/d/covina-specialized-works-tarmac-carbon/6942497681.html,$2300,N/A,2019-08-03 13:10
2016 Specialized Camber Comp 650 XL,https://losangeles.craigslist.org/sgv/bik/d/hacienda-heights-2016-specialized/6944281349.html,$1275,N/A,2019-08-03 11:43
